0.000000	1.000000
0.000016	1.000016
0.000031	1.000031
0.000047	1.000047
0.000063	1.000063
0.000079	1.000079
0.000094	1.000094
0.000110	1.000110
0.000126	1.000126
0.000141	1.000141
0.000157	1.000157
0.000173	1.000173
0.000188	1.000188
0.000204	1.000204
0.000220	1.000220
0.000236	1.000236
0.000251	1.000251
0.000267	1.000267
0.000283	1.000283
0.000298	1.000298
0.000314	1.000314
0.000330	1.000330
0.000346	1.000346
0.000361	1.000361
0.000377	1.000377
0.000393	1.000393
0.000408	1.000408
0.000424	1.000424
0.000440	1.000440
0.000456	1.000456
0.000471	1.000471
0.000487	1.000487
0.000503	1.000503
0.000518	1.000518
0.000534	1.000534
0.000550	1.000550
0.000565	1.000565
0.000581	1.000581
0.000597	1.000597
0.000613	1.000613
0.000628	1.000628
0.000644	1.000644
0.000660	1.000660
0.000675	1.000675
0.000691	1.000691
0.000707	1.000707
0.000723	1.000723
0.000738	1.000738
0.000754	1.000754
0.000770	1.000770
0.000785	1.000785
0.000801	1.000801
0.000817	1.000817
0.000833	1.000833
0.000848	1.000848
0.000864	1.000864
0.000880	1.000880
0.000895	1.000895
0.000911	1.000911
0.000927	1.000927
0.000942	1.000942
0.000958	1.000958
0.000974	1.000974
0.000990	1.000990
0.001005	1.001005
0.001021	1.001021
0.001037	1.001037
0.001052	1.001052
0.001068	1.001068
0.001084	1.001084
0.001100	1.001100
0.001115	1.001115
0.001131	1.001131
0.001147	1.001147
0.001162	1.001162
0.001178	1.001178
0.001194	1.001194
0.001210	1.001210
0.001225	1.001225
0.001241	1.001241
0.001257	1.001257
0.001272	1.001272
0.001288	1.001288
0.001304	1.001304
0.001319	1.001319
0.001335	1.001335
0.001351	1.001351
0.001367	1.001367
0.001382	1.001382
0.001398	1.001398
0.001414	1.001414
0.001429	1.001429
0.001445	1.001445
0.001461	1.001461
0.001477	1.001477
0.001492	1.001492
0.001508	1.001508
0.001524	1.001524
0.001539	1.001539
0.001555	1.001555
0.001571	1.001571
0.001587	1.001587
0.001602	1.001602
0.001618	1.001618
0.001634	1.001634
0.001649	1.001649
0.001665	1.001665
0.001681	1.001681
0.001696	1.001696
0.001712	1.001712
0.001728	1.001728
0.001744	1.001744
0.001759	1.001759
0.001775	1.001775
0.001791	1.001791
0.001806	1.001806
0.001822	1.001822
0.001838	1.001838
0.001854	1.001854
0.001869	1.001869
0.001885	1.001885
0.001901	1.001901
0.001916	1.001916
0.001932	1.001932
0.001948	1.001948
0.001964	1.001964
0.001979	1.001979
0.001995	1.001995
0.002011	1.002011
0.002026	1.002026
0.002042	1.002042
0.002058	1.002058
0.002073	1.002073
0.002089	1.002089
0.002105	1.002105
0.002121	1.002121
0.002136	1.002136
0.002152	1.002152
0.002168	1.002168
0.002183	1.002183
0.002199	1.002199
0.002215	1.002215
0.002231	1.002231
0.002246	1.002246
0.002262	1.002262
0.002278	1.002278
0.002293	1.002293
0.002309	1.002309
0.002325	1.002325
0.002341	1.002341
0.002356	1.002356
0.002372	1.002372
0.002388	1.002388
0.002403	1.002403
0.002419	1.002419
0.002435	1.002435
0.002450	1.002450
0.002466	1.002466
0.002482	1.002482
0.002498	1.002498
0.002513	1.002513
0.002529	1.002529
0.002545	1.002545
0.002560	1.002560
0.002576	1.002576
0.002592	1.002592
0.002608	1.002608
0.002623	1.002623
0.002639	1.002639
0.002655	1.002655
0.002670	1.002670
0.002686	1.002686
0.002702	1.002702
0.002718	1.002717
0.002733	1.002733
0.002749	1.002749
0.002765	1.002765
0.002780	1.002780
0.002796	1.002796
0.002812	1.002812
0.002827	1.002827
0.002843	1.002843
0.002859	1.002859
0.002875	1.002875
0.002890	1.002890
0.002906	1.002906
0.002922	1.002922
0.002937	1.002937
0.002953	1.002953
0.002969	1.002969
0.002985	1.002985
0.003000	1.003000
0.003016	1.003016
0.003032	1.003032
0.003047	1.003047
0.003063	1.003063
0.003079	1.003079
0.003094	1.003094
0.003110	1.003110
0.003126	1.003126
0.003142	1.003142
0.003157	1.003157
0.003173	1.003173
0.003189	1.003189
0.003204	1.003204
0.003220	1.003220
0.003236	1.003236
0.003252	1.003252
0.003267	1.003267
0.003283	1.003283
0.003299	1.003299
0.003314	1.003314
0.003330	1.003330
0.003346	1.003346
0.003362	1.003362
0.003377	1.003377
0.003393	1.003393
0.003409	1.003409
0.003424	1.003424
0.003440	1.003440
0.003456	1.003456
0.003471	1.003471
0.003487	1.003487
0.003503	1.003503
0.003519	1.003519
0.003534	1.003534
0.003550	1.003550
0.003566	1.003566
0.003581	1.003581
0.003597	1.003597
0.003613	1.003613
0.003629	1.003629
0.003644	1.003644
0.003660	1.003660
0.003676	1.003676
0.003691	1.003691
0.003707	1.003707
0.003723	1.003723
0.003739	1.003739
0.003754	1.003754
0.003770	1.003770
0.003786	1.003786
0.003801	1.003801
0.003817	1.003817
0.003833	1.003833
0.003848	1.003848
0.003864	1.003864
0.003880	1.003880
0.003896	1.003896
0.003911	1.003911
0.003927	1.003927
0.003943	1.003943
0.003958	1.003958
0.003974	1.003974
0.003990	1.003990
0.004006	1.004006
0.004021	1.004021
0.004037	1.004037
0.004053	1.004053
0.004068	1.004068
0.004084	1.004084
0.004100	1.004100
0.004116	1.004116
0.004131	1.004131
0.004147	1.004147
0.004163	1.004163
0.004178	1.004178
0.004194	1.004194
0.004210	1.004210
0.004225	1.004225
0.004241	1.004241
0.004257	1.004257
0.004273	1.004273
0.004288	1.004288
0.004304	1.004304
0.004320	1.004320
0.004335	1.004335
0.004351	1.004351
0.004367	1.004367
0.004383	1.004383
0.004398	1.004398
0.004414	1.004414
0.004430	1.004430
0.004445	1.004445
0.004461	1.004461
0.004477	1.004477
0.004493	1.004492
0.004508	1.004508
0.004524	1.004524
0.004540	1.004540
0.004555	1.004555
0.004571	1.004571
0.004587	1.004587
0.004602	1.004602
0.004618	1.004618
0.004634	1.004634
0.004650	1.004650
0.004665	1.004665
0.004681	1.004681
0.004697	1.004697
0.004712	1.004712
0.004728	1.004728
0.004744	1.004744
0.004760	1.004760
0.004775	1.004775
0.004791	1.004791
0.004807	1.004807
0.004822	1.004822
0.004838	1.004838
0.004854	1.004854
0.004870	1.004869
0.004885	1.004885
0.004901	1.004901
0.004917	1.004917
0.004932	1.004932
0.004948	1.004948
0.004964	1.004964
0.004979	1.004979
0.004995	1.004995
